"AKT1" "AKT2" "AKT3" "ARAF" "BAD" "BCL2A1" "BRAF" "CCNA1" "CCND1" "CD14" "CEBPA" "CEBPE" "CHUK" "CSF1R" "CSF2" "DUSP6" "EIF4EBP1" "FLT3" "GRB2" "HRAS" "IKBKB" "IL3" "ITGAM" "JUP" "KIT" "KRAS" "LEF1" "MAP2K1" "MAP2K2" "MAPK1" "MAPK3" "MPO" "MTOR" "MYC" "NFKB1" "NRAS" "PER2" "PIK3CA" "PIK3CB" "PIK3CD" "PIK3R1" "PIK3R2" "PIK3R3" "PIM1" "PIM2" "PML" "PPARD" "RAF1" "RARA" "RELA" "RPS6KB1" "RPS6KB2" "RUNX1" "RUNX1T1" "SOS1" "SOS2" "SPI1" "STAT3" "STAT5A" "STAT5B" "TCF7" "TCF7L1" "TCF7L2" "ZBTB16"
"Sample11" 10.5870957947389 8.03219588419338 5.86812510647489 10.2151930390278 8.13382343166633 10.9049394188285 6.62391470113521 6.5722310918329 2.53655617623728 7.09561407006468 11.4096629974972 6.40542350919812 8.19440541221656 9.65850065223845 2.14445604458068 11.3399887153279 9.66986922088577 11.5594430492822 10.3490402709999 9.13649582322324 9.17993423914337 4.30147471734429 10.235867595877 9.93665409790469 9.6542159069454 11.5307014751332 8.30511005001442 10.3064508242853 9.40491157326214 10.0367300629555 9.27913050570652 11.1534457845616 8.54184632089392 11.4286558393908 10.6809813396346 8.90545338113582 8.1062152752378 9.91971967291954 8.64542935534985 9.72318441596363 10.3990446545763 8.23409053857809 4.22246354302084 11.2430672447427 9.13523035357685 7.83190587689001 8.49296448453209 10.7267181421764 8.20298597126551 9.13299572073816 9.10292432108155 7.83815252853354 8.56696337063442 3.49819045306918 7.59564907733555 8.17689550704816 9.25409543909255 10.4831182344172 10.6994430331526 8.42777043726184 8.49946408024006 5.74597782945248 7.78690049258926 7.39005615207137
"Sample12" 8.86832994926061 6.92931886586998 5.13817771388429 10.37535926996 7.85039820311855 14.9174139443725 7.5703103125066 5.81233561006672 4.69953668837645 11.545016636552 9.42133313333085 8.59236541709504 9.60268404312733 7.66341042645299 6.72234605369894 11.6991661462407 10.0787446197834 7.66584630134052 11.7973181131815 7.43484524775535 7.37729212795266 0.996361833815699 12.8689768163247 8.74154761459744 7.85181491688019 12.2728073907858 5.82194997344151 12.7673974510355 8.90167265437609 8.90602110573044 9.83304481568373 13.2348273689761 7.76686532370343 8.46957861972639 10.8155036179866 10.6375632292704 8.12111747435188 10.4111393989452 9.1526793128464 9.1062480744431 11.4982919546911 7.8022806582875 3.45391374335921 11.3589712667449 8.80007072657541 7.11479001110475 8.69198893354468 11.462568638521 8.44834841045377 8.91329285766131 10.122066231142 7.17501659061493 8.04143454950737 7.86633882186006 6.72940693796377 9.95042616572795 9.61826174125683 10.9763699037563 11.283031914128 7.65635660910934 7.5942966482056 5.34601591969296 8.97011666462209 9.2491027244848
"Sample13" 9.63005046689685 8.19523997246517 7.08782356075878 10.678021857877 7.40803096666234 8.94353459028387 7.84478095562021 8.30731134123778 5.35359280969979 9.73260955628615 9.06553137212009 7.33598491498201 9.45618015628149 8.32926576820551 3.27809585264566 10.0163842778452 9.68469864248523 10.8450512428446 10.1166868200744 8.60140632519206 8.54150514900532 2.46168784413067 10.9541397401649 10.1266260740478 8.83276969572655 11.7422106546027 8.50244650740527 10.5907583398784 9.76616318529217 9.24316260418056 9.51585628142683 11.6404006952496 8.82396782608279 11.3707225527269 11.059327655856 9.25254407460376 8.4015341247672 10.0061935287189 7.94366755605161 9.30591360348834 11.850428164482 8.422524671455 6.9009816547833 10.8415607281122 9.92372059077066 7.20515294663317 9.32890327597939 10.987834827192 7.68303700972684 8.82522489446665 10.236965709809 8.20115098689234 7.87781785332815 3.44823912624895 4.05216569555123 8.79892571141225 7.1970444491719 10.5444746538374 10.8243484840981 8.37493562167008 9.63797030871233 5.66405786419486 8.30572037947004 8.67778412887008
"Sample14" 9.75876428131776 7.99961114172148 5.98819318385074 10.6693556736245 7.9078325639598 12.3404821174782 8.15984686928134 9.46853187839723 5.04733274860868 9.78968592457989 7.6666763839093 6.3245466412695 9.91657854431054 6.7915875195954 5.35981755432088 11.0641876390821 9.19195442492247 10.606750285231 10.6971650930722 8.63131280056183 7.45721620894895 5.99969642226972 9.969719977188 12.0799907329711 8.53905504541774 11.8215286800766 8.71712461475915 11.2533086013491 9.27630869173161 9.11978662719089 9.83009257653382 12.5434527479124 7.2115777686724 10.8280182020141 12.1924611835324 10.5422000600392 8.46635716810279 10.7968392656913 8.48549175981726 8.98061817085959 11.6296852504731 6.85824350641555 4.77319349302557 11.2384210462187 10.6660711135549 7.32561465689581 9.10015059108443 10.8180203081625 8.52338562389555 8.71971668945376 10.584385617554 7.21940393703442 7.06634882368181 7.92466390725298 3.7964544890334 9.02895231920316 8.23050643533894 11.0778346841488 11.2662533045564 8.58071726330675 8.67342997083506 6.5689269480583 8.12735744979082 9.95470007073888
"Sample15" 9.39808431291346 7.28167877870612 4.77716625591673 9.70134520571764 7.61307892696049 11.7056585555186 6.71815274627413 9.82785087031474 4.76156625388688 10.818712308263 10.743016406929 7.40530771299675 9.42729414978941 8.16701264424981 3.27225436153946 11.4036327397827 9.83943362103893 11.3319544280649 10.8114747381523 8.43292537802105 7.28724322411344 2.00375571155236 11.1051889389997 8.11584892659732 8.55704689109862 11.0799816396634 6.84132569545317 10.6648763825253 9.15485734135561 9.32707045693462 9.15682770247605 11.3615534911332 7.57368175475456 10.9787965819336 10.4818448232369 10.1133729138405 8.82490559520681 8.9521340195407 8.6274283072257 8.55131889493021 10.8980589066326 6.82887222906059 4.62437199078619 10.4327065118846 8.46733380046839 6.52718577633608 7.78704382334537 10.5056340970632 7.24431802141357 7.85640052537854 9.49300136924547 7.99104454397586 7.68741837819644 2.10460452476151 6.28616118334847 8.46622221333328 8.00166605036603 10.1246161729884 10.5975944004794 8.01090808507074 6.84192349443258 3.95646644772327 7.60745838895255 9.4605251960324
"Sample16" 9.02520890863325 8.08376226956429 7.41339560393164 9.80222092659907 9.0637018806145 13.5145260396929 7.90553607742994 9.03713542727347 3.61906419523592 7.20773087186559 10.9535359911605 6.44047915696401 8.80125410806152 7.34277122801245 3.78817747936464 11.2080864547746 9.58285221109804 9.3211096189046 10.2254270719934 8.52665209102096 7.53409133137499 5.60747686261472 11.5249837137418 10.5418435439028 6.8904471696753 12.1763632352137 6.14706526243325 10.3257357829396 9.4633413323941 8.31210810338148 9.57572372842515 13.1382543416297 7.60571489506393 11.5353557512336 12.4296096406936 10.4774541894675 9.9521993596222 9.84061914801915 7.91197283481859 9.11865551710489 11.3537919282845 7.39810975722617 3.74661691401938 12.4182962125127 11.6565397661865 7.46118656641959 8.6599460061012 11.3643750860629 10.1787826230458 9.94729868951722 8.72307364772853 7.72291204207508 8.40570211608824 3.75824615444773 4.67012268615815 8.9153539636276 10.1229237415807 10.8931316714745 10.5722146775936 8.65471400123876 8.18194570974168 7.09329668448486 10.3578273174114 10.0911223322636
"Sample17" 8.73711144887379 8.06707916651405 5.38792168715368 9.8764358582007 7.75931554137411 9.84816518941651 7.16217607085813 9.84623777127812 4.6969746269486 7.80540080076896 10.3768974689239 10.8936943563426 9.25368116879096 7.63568028392016 3.35137324294701 9.07879789189797 10.756319427371 10.2568454154985 10.0283876594177 9.3424855515801 7.44118669532072 1.0307599531804 9.18503901113716 11.0251755440443 6.74399458247232 12.3896895545514 7.1960351538783 10.7423595329079 8.7451761240767 9.10143083720446 9.03454971015669 13.7440458060713 6.98196127132026 9.94735072385417 10.8125564972874 10.0122138252447 8.10161171215758 10.345459137974 8.13594844805891 8.35344466406078 11.5010912555341 7.94211463014076 2.23395377703895 10.2212190979341 8.41778178192279 6.93475141159522 8.57446632668749 10.708269661429 8.44890076107645 8.55309227915478 9.702028652078 8.18744234227724 7.47673538034133 1.77817832103439 4.30981125724389 8.84430784273176 7.69621759614055 10.7275633483777 11.054028114862 8.53763629067458 7.05218274909216 5.72663586639402 8.98817436634269 8.56371514737668
"Sample18" 9.49901320822472 7.61508395457905 4.48244554648351 9.93930986035451 7.33148178448223 8.80487653424962 7.38164856383177 10.7653229941674 3.9463963938445 8.68566386171244 10.6016696092171 5.82755520052602 8.78180576951382 9.31520466314378 3.04170339351953 11.8182310119117 9.85625412183939 12.6386853769407 10.3558894388798 9.0515866966051 8.83475919976845 1.49961588115694 10.5382331388999 8.12971442522214 10.881032000073 10.3660097693053 7.23261834763528 11.0100288173868 9.01578643839207 9.93670022024792 9.03834679372209 9.61083867529581 8.65372582340319 12.5100872861629 11.5989847815055 9.00189320179216 7.95226533977215 8.69170236225653 7.15538627099292 9.50982387886375 9.85453601615951 7.84987467483489 6.08203575447974 9.74430560754693 8.98715865317514 7.55291134732008 7.82110773723954 10.3001518179543 6.88137803353505 7.52795999762981 9.88198108603051 8.14641566069205 7.41088803212072 1.82079682818986 7.5588277363399 7.63865113153004 7.22604198161643 9.67520375388541 10.5977856335152 8.4797792745802 7.06566649798678 6.17420872719662 7.19239823274479 7.75872549334428
"Sample19" 9.40625422734183 7.78786606322516 4.89927243824045 9.54203168137528 8.14932334197673 10.7228101901018 7.98765375253708 8.66244034892119 2.29411107315349 2.55733214428722 9.90406066753913 7.77620544370913 9.7430203208411 7.23968661508617 3.05815347009541 10.0392909687471 10.777350858995 12.0634881877294 10.3381324679961 8.60216757113187 7.29860392229478 0.656745405478676 8.1484843545517 8.14669871501584 8.32143904856056 11.3496679607553 7.08218337344483 10.389435464783 8.95761525628876 8.81913866021621 9.58054294412612 7.59429283999453 7.60823283316036 10.2809929881896 10.5910725488483 9.97954241653109 8.70583943457905 10.2753568933927 9.33664415023558 8.42547879060759 11.7609303418289 7.6550959751726 4.01101404380772 11.0072343584679 7.20920928813766 6.76642394809081 7.33358295301871 10.40818196349 6.98906209467651 7.80663648015415 9.99061088059294 7.27094535828647 8.53100387418089 2.53974672556164 5.77618946697579 8.82957823331286 7.4419693547029 10.6132746502287 11.0340330791778 8.28930432873986 7.90437464675383 4.55655214576748 7.32163842422571 10.1839627821998
"Sample20" 10.0260922336147 7.30732049397625 6.15671858044483 10.3954681340368 8.18844083654268 8.81570277566428 7.45607947969502 11.0085854441071 5.59667614584818 7.9325909029641 12.1260981285714 6.67185249059683 9.13697854782838 9.10982073038033 2.77104424131807 13.4261677768356 11.0443866526258 13.7684590686937 9.86265812776713 8.57382749954157 8.99879983147924 3.71455682740217 8.96601306991286 12.5462245393588 12.2884797329191 10.2433224528192 6.32395381133855 10.1918729476964 9.15327627590818 10.1636891779096 8.75333463000101 17.5391503640939 8.53178163102915 12.2467617846049 10.4143739327398 8.95565379676437 7.98232843783471 9.04967709601807 7.8570152755256 9.17551262527342 11.0819470522471 6.37092693572191 5.94590532137718 8.66380248718841 8.14759827702578 8.09291632137218 6.52140079633741 10.4918494117169 6.28735888807796 8.5204609827441 8.27299373836243 6.93040075553269 9.99653838248057 1.58934770078088 7.15170553513214 8.12407458377758 8.87181335862362 11.2523810754591 11.7734972231094 9.26229056315961 7.075096771351 5.35246370461289 9.69156050427675 12.4815900259417
"Sample21" 9.67119031345918 7.29377426007223 7.01901910650156 9.99559764991337 7.84300143548387 11.4621661924174 7.45277805416099 7.10647872823431 2.76935621645746 7.4774022531048 9.12559911012985 6.12418703929942 8.32310931149359 8.85845598020742 3.56278613235703 9.50804817324093 11.7780448409088 11.1739515537702 11.0221530298798 9.85700061857848 7.97885291444431 2.81555395072241 9.64944913793924 10.6528797411317 6.58995496168828 11.1004661080754 7.09770726346044 11.0195860693173 9.32259990248579 9.57770298032816 9.24431313374649 7.4646766628742 8.22065717029795 10.4438021562897 10.5444825426486 9.80973723277103 8.37893162607994 8.80726567304537 7.63921946201311 8.76802262785913 12.0408328712698 7.68605933233883 4.65863892675471 9.39790567419166 8.62853651213197 6.68153876313684 8.85805954851303 10.9234477470122 8.38373601262161 7.17982722989485 8.91767097918293 8.51726651680593 8.01873776587608 5.13621458596078 5.43554758710265 7.96638876293274 8.82745794861437 9.90907948974159 10.226952686835 8.29100299208871 4.83525573255418 4.95906916251336 9.37632922310407 5.8704128125485
"Sample22" 10.2033163688852 7.53508287659262 5.67784165239569 9.84553158641747 7.76509299440534 11.7415976339502 6.5357885356397 7.86113081086863 2.11794168813451 9.90468813833087 11.049481743377 4.36457063415536 9.29286237015975 7.8231423216856 5.01005902276423 11.6658195015669 10.3222694174319 13.254402669838 11.4131204448739 8.8544705943741 7.68200251438696 3.10997389034248 11.3223625966044 6.41367098041014 7.48209903472266 10.2572669377523 6.05976756790601 10.9617257887134 8.57704394489079 9.46468714674266 9.37509569933323 12.0180851938308 7.92375579309834 10.6339051985889 11.0317718171875 9.64286397742634 8.6777794719243 9.73768615695303 9.02344778122644 8.94655733467814 10.6589017252456 7.43241997739022 5.48195476032818 10.2863559833491 7.76764286954076 6.817189012973 8.42434740299039 11.4154403791413 6.99684081613358 8.26161275219651 9.54349987976037 7.03639443351641 8.77596812034815 4.46108169198506 7.64203171165475 8.35483902253135 8.40685827353318 9.37102383167923 10.7698106898035 7.65375340849147 5.91354293148686 5.46362670500133 7.52441335354006 6.72199688471911
"Sample23" 8.96611683206707 7.82948553881105 6.09597831480471 9.86124465556559 7.69454790128328 8.94042459463865 7.62759755330599 9.1923088214526 5.34488493982426 7.43037982335458 8.46673845663919 5.595282026644 10.1412879134295 8.47968493677453 6.5879905068284 10.4653774557004 10.282869608762 11.4696034932643 11.2049395530892 9.28546829025674 7.92210912856851 2.85856007006036 8.35396993214571 12.3192927592949 9.40339823222524 12.1537613145605 7.68498088864848 11.9604603319982 8.80118711190142 9.06064337715944 9.51484029637133 12.4091629913684 7.45119977756987 9.7525558201723 11.1105627596949 10.476282486562 8.7686516836327 11.2597775278853 8.52336358597721 8.58388345967203 12.2671558202365 7.08805209128271 2.92471741140932 8.63591592893754 8.629430807456 6.85186202747192 7.29417950064078 10.8784441155458 8.82129436697713 8.52102145975154 9.90827367427593 7.00754048063375 9.17017057255103 3.13795208793892 7.47764451462616 9.2039318474011 8.02829195239098 9.85364614096473 11.2249116068299 8.11736512887592 5.71710112570893 5.30102788236344 9.47651494966681 10.8602033426617
"Sample24" 9.13627949398487 7.81148698870823 6.26745777250132 10.1258844727294 7.94797768419094 11.8294272359869 7.2196502864028 7.45014295715836 4.99221252742301 13.1636899612061 9.67116274557634 6.54400703208964 9.00912787159198 8.72883072893112 3.87614413249947 11.5999571375521 10.3383719728989 10.0636405605661 10.8805753746527 9.01294328089076 7.76882401773801 2.50351014683698 11.8471083005192 9.99277171722961 7.67949798232065 11.6174515967185 8.9762316784204 11.7770067846156 9.35610804005735 9.34525292138821 10.2981113385564 11.7041259201362 7.55581510639861 11.0646756012349 10.9814740585138 9.81089880759136 9.12091024077113 9.97621255710149 7.8608526905004 8.94666296774019 10.6927737650837 8.19980486188348 3.88173545094233 11.1789841257365 9.4158765949782 6.90943999641448 9.16582077066793 10.2606905902232 7.67635583691348 8.25379629131944 9.84877816934041 7.75306474839798 8.0918368516393 3.64763824642927 6.35476407743103 8.78563151074697 8.65019145382451 10.3754980975932 10.2856183563621 8.15241962914609 9.58673670435173 5.34682623175762 8.7479886511317 9.20610643330888
"Sample25" 9.81157738219822 7.44060395453732 5.46958008391489 10.0880226041049 8.03410407510135 13.063115363949 8.06076470387485 10.4298130416921 5.76779876918584 9.00937510083191 12.7006718502452 8.2956266683172 8.91496455391762 9.06448439991008 4.89755763237106 10.9052189862423 10.559723764297 9.63336550009576 10.1150451642581 7.85468678837351 7.81419912533274 1.11719693220227 10.1068467564443 7.48109602009989 11.4481180259401 10.9729097984623 5.12291826880876 10.2989644828743 9.88971946479302 9.54499272986041 9.2044023060037 15.0500084303988 7.54736792077284 12.3519200617284 11.0040333354674 10.1435877320017 8.07559419685833 9.02808503469074 9.68434516146711 8.25176351398516 10.6761375967042 8.56504748607028 6.03975149415827 11.7778241561593 8.34410695501771 6.32902699119353 7.17198005795477 10.6817686770212 8.11449935201957 9.44128429798654 9.04265849804023 7.03321778664331 8.26965157669033 7.54048991510512 7.29008878113191 7.86453573751979 8.44130057792889 11.3347761919685 10.3005920974626 8.47084499285193 6.702529019862 4.65118435328361 7.81144214950145 9.15120856257014
